nohup: ignoring input
2026-02-20 23:10:16 [INFO   ] rigs.simulator       | Loaded config from /home/krish/PROJECT1/rigs/rigs_simulator/config.json
2026-02-20 23:10:16 [INFO   ] rigs.simulator       | ============================================================
2026-02-20 23:10:16 [INFO   ] rigs.simulator       |   R.I.G.S. Virtual Machine Simulator
2026-02-20 23:10:16 [INFO   ] rigs.simulator       |   Broker: localhost:1883
2026-02-20 23:10:16 [INFO   ] rigs.simulator       |   Machines: 20
2026-02-20 23:10:16 [INFO   ] rigs.simulator       |   Telemetry interval: 5s
2026-02-20 23:10:16 [INFO   ] rigs.simulator       | ============================================================
/home/krish/PROJECT1/rigs/rigs_simulator/simulator.py:57: DeprecationWarning: Callback API version 1 is deprecated, update to latest version
  self.client = mqtt.Client(
2026-02-20 23:10:16 [INFO   ] rigs.simulator       | Connecting to MQTT broker localhost:1883 ...
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_1 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] rigs.simulator       | ✅ Connected to MQTT broker
2026-02-20 23:10:16 [WARNING] machine              | 📳 Machine machine_1 VIBRATION SPIKE: 8.88 g
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_1 simulation started
2026-02-20 23:10:16 [INFO   ] rigs.simulator       | Subscribed to rigs/command/machine_1
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_2 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_2 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_3 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_3 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_4 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_4 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_5 initialized (status=STOPPED)
2026-02-20 23:10:16 [WARNING] machine              | 🔥 Machine machine_5 OVERHEATING: 134.0°C
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_5 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_6 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_6 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_7 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_7 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_8 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_8 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_9 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_9 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_10 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_10 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_11 initialized (status=STOPPED)
2026-02-20 23:10:16 [WARNING] machine              | 🔥 Machine machine_11 OVERHEATING: 130.6°C
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_11 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_12 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_12 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_13 initialized (status=STOPPED)
2026-02-20 23:10:16 [WARNING] machine              | 🔥 Machine machine_13 OVERHEATING: 125.4°C
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_13 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_14 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_14 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_15 initialized (status=STOPPED)
2026-02-20 23:10:16 [WARNING] machine              | 🔥 Machine machine_15 OVERHEATING: 116.7°C
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_15 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_16 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_16 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_17 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_17 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_18 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_18 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_19 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_19 simulation started
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_20 initialized (status=STOPPED)
2026-02-20 23:10:16 [INFO   ] machine              | Machine machine_20 simulation started
2026-02-20 23:10:16 [INFO   ] rigs.simulator       | All 20 machines started successfully
2026-02-20 23:10:21 [WARNING] machine              | 🔥 Machine machine_1 OVERHEATING: 129.6°C
2026-02-20 23:10:21 [WARNING] machine              | 📡 Machine machine_20 going OFFLINE for 20 seconds
2026-02-20 23:10:26 [WARNING] machine              | 📡 Machine machine_7 going OFFLINE for 20 seconds
2026-02-20 23:10:26 [WARNING] machine              | 📳 Machine machine_14 VIBRATION SPIKE: 9.61 g
2026-02-20 23:10:26 [WARNING] machine              | 📡 Machine machine_16 going OFFLINE for 20 seconds
2026-02-20 23:10:31 [WARNING] machine              | 🔥 Machine machine_2 OVERHEATING: 125.9°C
2026-02-20 23:10:31 [WARNING] machine              | 🔥 Machine machine_14 OVERHEATING: 121.2°C
2026-02-20 23:10:31 [WARNING] machine              | 📳 Machine machine_15 VIBRATION SPIKE: 8.20 g
2026-02-20 23:10:36 [WARNING] machine              | 🔥 Machine machine_12 OVERHEATING: 132.7°C
2026-02-20 23:10:36 [WARNING] machine              | 📡 Machine machine_11 going OFFLINE for 20 seconds
2026-02-20 23:10:36 [WARNING] machine              | 📡 Machine machine_18 going OFFLINE for 20 seconds
2026-02-20 23:10:41 [WARNING] machine              | 🔥 Machine machine_13 OVERHEATING: 115.3°C
2026-02-20 23:10:46 [WARNING] machine              | 📳 Machine machine_1 VIBRATION SPIKE: 11.16 g
2026-02-20 23:10:46 [WARNING] machine              | 📳 Machine machine_17 VIBRATION SPIKE: 10.08 g
2026-02-20 23:10:51 [WARNING] machine              | 📳 Machine machine_14 VIBRATION SPIKE: 9.04 g
2026-02-20 23:10:56 [WARNING] machine              | 🔥 Machine machine_8 OVERHEATING: 122.9°C
2026-02-20 23:10:56 [WARNING] machine              | 🔥 Machine machine_10 OVERHEATING: 128.3°C
2026-02-20 23:10:56 [WARNING] machine              | 🔥 Machine machine_11 OVERHEATING: 120.3°C
2026-02-20 23:10:56 [WARNING] machine              | 📳 Machine machine_11 VIBRATION SPIKE: 9.23 g
2026-02-20 23:11:01 [WARNING] machine              | 🔥 Machine machine_6 OVERHEATING: 133.9°C
2026-02-20 23:11:01 [WARNING] machine              | 🔥 Machine machine_14 OVERHEATING: 125.3°C
2026-02-20 23:11:06 [WARNING] machine              | 📳 Machine machine_6 VIBRATION SPIKE: 11.08 g
2026-02-20 23:11:11 [WARNING] machine              | 📡 Machine machine_1 going OFFLINE for 20 seconds
2026-02-20 23:11:11 [WARNING] machine              | 📡 Machine machine_13 going OFFLINE for 20 seconds
2026-02-20 23:11:16 [WARNING] machine              | 🔥 Machine machine_10 OVERHEATING: 125.0°C
2026-02-20 23:11:16 [WARNING] machine              | 🔥 Machine machine_17 OVERHEATING: 134.3°C
2026-02-20 23:11:31 [WARNING] machine              | 📳 Machine machine_6 VIBRATION SPIKE: 8.01 g
2026-02-20 23:11:31 [WARNING] machine              | 📳 Machine machine_14 VIBRATION SPIKE: 8.97 g
2026-02-20 23:11:36 [WARNING] machine              | 🔥 Machine machine_2 OVERHEATING: 138.3°C
2026-02-20 23:11:41 [WARNING] machine              | 🔥 Machine machine_9 OVERHEATING: 126.9°C
2026-02-20 23:11:41 [WARNING] machine              | 🔥 Machine machine_10 OVERHEATING: 121.7°C
2026-02-20 23:11:46 [WARNING] machine              | 🔥 Machine machine_4 OVERHEATING: 112.4°C
2026-02-20 23:11:46 [WARNING] machine              | 📡 Machine machine_19 going OFFLINE for 20 seconds
2026-02-20 23:11:56 [WARNING] machine              | 🔥 Machine machine_5 OVERHEATING: 125.9°C
2026-02-20 23:11:56 [WARNING] machine              | 🔥 Machine machine_18 OVERHEATING: 116.4°C
2026-02-20 23:12:06 [WARNING] machine              | 📡 Machine machine_8 going OFFLINE for 20 seconds
2026-02-20 23:12:06 [WARNING] machine              | 📡 Machine machine_13 going OFFLINE for 20 seconds
2026-02-20 23:12:06 [WARNING] machine              | 🔥 Machine machine_20 OVERHEATING: 132.8°C
